"Localitate","Judet"
"Cetatea","Teleorman"
"Ciolanesti","Teleorman"
"Ciolanestii din Deal","Teleorman"
"Ciolanestii din Vale","Teleorman"
"Ciuperceni","Teleorman"
"Ciuperceni (Cosmesti)","Teleorman"
"Ciurari","Teleorman"
"Ciurari-Deal","Teleorman"
"Clanita","Teleorman"
"Comoara","Teleorman"
"Contesti","Teleorman"
"Copaceanca","Teleorman"
"Cosmesti","Teleorman"
"Cosoaia","Teleorman"
"Cosoteni","Teleorman"
"Crangeni","Teleorman"
"Crangu","Teleorman"
"Crevenicu","Teleorman"
"Cucueti","Teleorman"
"Darvas","Teleorman"
"Deparati","Teleorman"
"Didesti","Teleorman"
"Dobreni","Teleorman"
"Dobrotesti","Teleorman"
"Dorobantu","Teleorman"
"Dracea","Teleorman"
"Dracesti","Teleorman"
"Dracsani","Teleorman"
"Dracsenei","Teleorman"
"Draganesti de Vede","Teleorman"
"Draganesti-Vlasca","Teleorman"
"Draghinesti","Teleorman"
"Dudu","Teleorman"
"Dulceanca","Teleorman"
"Dulceni","Teleorman"
"Fantanele","Teleorman"
"Florica","Teleorman"
"Frasinet","Teleorman"
"Frumoasa","Teleorman"
"Furculesti","Teleorman"
"Galateni","Teleorman"
"Garagau","Teleorman"
"Gardesti","Teleorman"
"Gradisteanca","Teleorman"
"Gratia","Teleorman"
"Gresia","Teleorman"
"Guruieni","Teleorman"
"Insuratei","Teleorman"
"Ionascu","Teleorman"
"Islaz","Teleorman"
"Izvoarele","Teleorman"
"Laceni","Teleorman"
"Lada","Teleorman"
"Licuriciu","Teleorman"
"Linia Costii","Teleorman"
"Lisa","Teleorman"
"Lita","Teleorman"
"Ludaneasca","Teleorman"
"Lunca","Teleorman"
"Magura","Teleorman"
"Magura cu Liliac","Teleorman"
"Maldaeni","Teleorman"
"Marita","Teleorman"
"Marzanesti","Teleorman"
"Mavrodin","Teleorman"
"Mereni","Teleorman"
"Merenii de Jos","Teleorman"
"Merenii de Sus","Teleorman"
"Meri","Teleorman"
"Merisani (Babaita)","Teleorman"
"Merisani (Dobrotesti)","Teleorman"
"Moldoveni","Teleorman"
"Mosteni","Teleorman"
"Mosteni (Furculesti)","Teleorman"
"Nanov","Teleorman"
"Nasturelu","Teleorman"
"Navodari","Teleorman"
"Necsesti","Teleorman"
"Negreni ","Teleorman"
"Negrenii de Sus","Teleorman"
"Negrenii-Osebiti","Teleorman"
"Negrilesti","Teleorman"
"Nenciulesti","Teleorman"
"Nicolae Balcescu","Teleorman"
"Obartu","Teleorman"
"Odobeasca","Teleorman"
"Olteanca","Teleorman"
"Olteni","Teleorman"
"Orbeasca","Teleorman"
"Orbeasca de Jos","Teleorman"
"Orbeasca de Sus","Teleorman"
"Paru Rotund","Teleorman"
"Pauleasca","Teleorman"
"Peretu","Teleorman"
"Perii Brosteni","Teleorman"
"Piatra","Teleorman"
"Pietrosani","Teleorman"
"Pleasov","Teleorman"
"Plopi","Teleorman"
"Plopii-Slavitesti","Teleorman"
"Plosca","Teleorman"
"Poeni","Teleorman"
"Poiana","Teleorman"
"Poroschia","Teleorman"
"Preajba","Teleorman"
"Prunaru","Teleorman"
"Prundu","Teleorman"
"Purani (Silistea)","Teleorman"
"Purani (Vitanesti)","Teleorman"
"Puranii de Sus","Teleorman"
"Putineiu","Teleorman"
"Radoiesti","Teleorman"
"Radoiesti-Deal","Teleorman"
"Radoiesti-Vale","Teleorman"
"Radulesti","Teleorman"
"Rasmiresti","Teleorman"
"Rosiori de Vede","Teleorman"
"Rotaresti","Teleorman"
"Saceni","Teleorman"
"Saelele","Teleorman"
"Salcia","Teleorman"
"Sarbeni","Teleorman"
"Sarbenii de Jos","Teleorman"
"Satu Nou","Teleorman"
"Satul Vechi","Teleorman"
"Schitu Poienari","Teleorman"
"Scrioastea","Teleorman"
"Scurtu Mare","Teleorman"
"Scurtu-Slavesti","Teleorman"
"Seaca","Teleorman"
"Secara","Teleorman"
"Segarcea-Deal","Teleorman"
"Segarcea-Vale","Teleorman"
"Sericu","Teleorman"
"Sfintesti","Teleorman"
"Silistea","Teleorman"
"Silistea (Vitanesti)","Teleorman"
"Silistea Gumesti","Teleorman"
"Silistea Mica","Teleorman"
"Slavesti","Teleorman"
"Slobozia Mandra","Teleorman"
"Smardan","Teleorman"
"Smardioasa","Teleorman"
"Socetu","Teleorman"
"Soimu","Teleorman"
"Spatarei","Teleorman"
"Stefeni","Teleorman"
"Stejaru","Teleorman"
"Stejaru (Crangeni)","Teleorman"
"Storobaneasa","Teleorman"
"Suhaia","Teleorman"
"Talpa","Teleorman"
"Talpa Postei","Teleorman"
"Talpa-Bascoveni","Teleorman"
"Talpa-Ograzile","Teleorman"
"Tarnava","Teleorman"
"Tatarastii de Jos","Teleorman"
"Tatarastii de Sus","Teleorman"
"Tavarlau","Teleorman"
"Tecuci","Teleorman"
"Teleormanu","Teleorman"
"Tiganesti","Teleorman"
"Traian","Teleorman"
"Trivalea-Mosteni","Teleorman"
"Troianul","Teleorman"
"Tudor Vladimirescu","Teleorman"
"Tunari","Teleorman"
"Turnu Magurele","Teleorman"
"Uda-Clocociov","Teleorman"
"Uda-Paciurea","Teleorman"
"Udeni","Teleorman"
"Udupu","Teleorman"
"Ulmeni","Teleorman"
"Urluiu","Teleorman"
"Vacaresti","Teleorman"
"Vaceni","Teleorman"
"Valea Ciresului","Teleorman"
"Valea Parului","Teleorman"
"Valea Postei","Teleorman"
"Vanatori","Teleorman"
"Vartoape","Teleorman"
"Vartoapele de Jos","Teleorman"
"Vartoapele de Sus","Teleorman"
"Vatasi","Teleorman"
"Vatra","Teleorman"
"Vedea","Teleorman"
"Videle","Teleorman"
"Viile","Teleorman"
"Viisoara","Teleorman"
"Vitanesti","Teleorman"
"Voievoda","Teleorman"
"Zambreasca","Teleorman"
"Zimnicea","Teleorman"
"Zimnicele","Teleorman"
"Zlata","Teleorman"
"Albina","Timis"
"Alios","Timis"
"Altringen","Timis"
"Babsa","Timis"
"Bacova","Timis"
"Balint","Timis"
"Balosesti","Timis"
"Banloc","Timis"
"Bara","Timis"
"Barateaz","Timis"
"Barna","Timis"
"Batesti","Timis"
"Bazos","Timis"
"Bazosu Nou","Timis"
"Beba Veche","Timis"
"Becicherecu Mic","Timis"
"Begheiu Mic","Timis"
"Belint","Timis"
"Bencecu de Jos","Timis"
"Bencecu de Sus","Timis"
"Berecuta","Timis"
"Beregsau Mare","Timis"
"Beregsau Mic","Timis"
"Berini","Timis"
"Bethausen","Timis"
"Bichigi","Timis"
"Biled","Timis"
"Birda","Timis"
"Blajova","Timis"
"Bobda","Timis"
"Bodo","Timis"
"Bogda","Timis"
"Boldur","Timis"
"Botesti","Timis"
"Botinesti","Timis"
"Branesti","Timis"
"Breazova","Timis"
"Brestea","Timis"
"Brestovat","Timis"
"Bucovat (Dumbrava)","Timis"
"Bucovat (Remetea Mare)","Timis"
"Bulgarus","Timis"
"Bulza","Timis"
"Bunea Mare","Timis"
"Bunea Mica","Timis"
"Butin","Timis"
"Buzad","Timis"
"Buzias","Timis"
"Cadar","Timis"
"Calacea","Timis"
"Capat","Timis"
"Carani","Timis"
"Carpinis","Timis"
"Cebza","Timis"
"Cenad","Timis"
"Cenei","Timis"
"Cerna","Timis"
"Cerneteaz","Timis"
"Charlotenburg","Timis"
"Checea","Timis"
"Cheches","Timis"
"Cheglevici","Timis"
"Cherestur","Timis"
"Cheveresu Mare","Timis"
"Chisoda","Timis"
"Chizatau","Timis"
"Ciacova","Timis"
"Ciresu","Timis"
"Ciresu Mic","Timis"
"Cladova","Timis"
"Cliciova","Timis"
"Clopodia","Timis"
"Colonia Bulgara","Timis"
"Colonia Fabricii","Timis"
"Colonia Mica","Timis"
"Comeat","Timis"
"Comlosu Mare","Timis"
"Comlosu Mic","Timis"
"Cornesti","Timis"
"Cosarii","Timis"
"Cosava","Timis"
"Cosevita","Timis"
"Costeiu","Timis"
"Costeiu de Sus","Timis"
"Covaci","Timis"
"Crai Nou","Timis"
"Cralovat","Timis"
"Criciova","Timis"
"Crivina","Timis"
"Crivina de Sus","Timis"
"Crivobara","Timis"
"Cruceni","Timis"
"Curtea","Timis"
"Cutina","Timis"
"Darova","Timis"
"Dejan","Timis"
"Denta","Timis"
"Deta","Timis"
"Dinias","Timis"
"Dobresti","Timis"
"Dolat","Timis"
"Dragoiesti","Timis"
"Dragomiresti","Timis"
"Dragsina","Timis"
"Dragsinesti","Timis"
"Drinova","Timis"
"Dubesti","Timis"
"Duboz","Timis"
"Dudestii Noi","Timis"
"Dudestii Vechi","Timis"
"Dumbrava","Timis"
"Dumbravita","Timis"
"Fadimac","Timis"
"Faget","Timis"
"Farasesti","Timis"
"Fardea","Timis"
"Ferendia","Timis"
"Fibis","Timis"
"Ficatar","Timis"
"Foeni","Timis"
"Folea","Timis"
"Gad","Timis"
"Gaiu Mic","Timis"
"Gataia","Timis"
"Gavojdia","Timis"
"Gelu","Timis"
"Gherman","Timis"
"Ghilad","Timis"
"Ghiroda","Timis"
"Ghizela","Timis"
"Giarmata","Timis"
"Giarmata-Vii","Timis"
"Giera","Timis"
"Giroc","Timis"
"Giulvaz","Timis"
"Gladna Montana","Timis"
"Gladna Romana","Timis"
"Gottlob","Timis"
"Grabat","Timis"
"Granicerii","Timis"
"Grosi","Timis"
"Gruni","Timis"
"Hauzesti","Timis"
"Herendesti","Timis"
"Herneacova","Timis"
"Hezeris","Timis"
"Hisias","Timis"
"Hitias","Timis"
"Hodoni","Timis"
"Hodos (Brestovat)","Timis"
"Hodos (Darova)","Timis"
"Homojdia","Timis"
"Honorici","Timis"
"Ianova","Timis"
"Icloda","Timis"
"Ictar-Budinti","Timis"
"Iecea Mare","Timis"
"Iecea Mica","Timis"
"Iersnic","Timis"
"Igris","Timis"
"Iohanisfeld","Timis"
"Iosif","Timis"
"Iosifalau","Timis"
"Ivanda","Timis"
"Izvin","Timis"
"Jabar","Timis"
"Jamu Mare","Timis"
"Jdioara","Timis"
"Jebel","Timis"
"Jena","Timis"
"Jimbolia","Timis"
"Jupanesti","Timis"
"Jupani","Timis"
"Juresti","Timis"
"Lapusnic","Timis"
"Latunas","Timis"
"Lenauheim","Timis"
"Leucusesti","Timis"
"Liebling","Timis"
"Livezile","Timis"
"Lovrin","Timis"
"Lucaret","Timis"
"Lugoj","Timis"
"Lugojel","Timis"
"Luncanii de Jos","Timis"
"Luncanii de Sus","Timis"
"Lunga","Timis"
"Macedonia","Timis"
"Maguri","Timis"
"Manastire","Timis"
"Manastiur","Timis"
"Margina","Timis"
"Masloc","Timis"
"Matnicu Mic","Timis"
"Moravita","Timis"
"Mosnita Noua","Timis"
"Mosnita Veche","Timis"
"Murani","Timis"
"Nadas","Timis"
"Nadrag","Timis"
"Nemesesti","Timis"
"Nerau","Timis"
"Nevrincea","Timis"
"Nitchidorf","Timis"
"Obad","Timis"
"Ofsenita","Timis"
"Ohaba Lunga","Timis"
"Ohaba Romana","Timis"
"Ohaba-Forgaci","Timis"
"Olosag","Timis"
"Opatita","Timis"
"Ortisoara","Timis"
"Otelec","Timis"
"Otvesti","Timis"
"Padurani","Timis"
"Padureni (Jebel)","Timis"
"Padureni (Victor Vlad Delamarina)","Timis"
"Paniova","Timis"
"Parta","Timis"
"Partos","Timis"
"Paru","Timis"
"Peciu Nou","Timis"
"Percosova","Timis"
"Periam","Timis"
"Pesac","Timis"
"Petroasa Mare","Timis"
"Petroman","Timis"
"Petrovaselo","Timis"
"Pietroasa","Timis"
"Pini","Timis"
"Pischia","Timis"
"Poganesti","Timis"
"Poieni","Timis"
"Pordeanu","Timis"
"Povargina","Timis"
"Pustinis","Timis"
"Rachita","Timis"
"Racovita","Timis"
"Radmanesti","Timis"
"Rauti","Timis"
"Recas","Timis"
"Remetea Mare","Timis"
"Remetea Mica","Timis"
"Remetea-Lunca","Timis"
"Romanesti","Timis"
"Rovinita Mare","Timis"
"Rovinita Mica","Timis"
"Rudicica","Timis"
"Rudna","Timis"
"Sacalaz","Timis"
"Saceni","Timis"
"Sacosu Mare","Timis"
"Sacosu Turcesc","Timis"
"Sag","Timis"
"Salbagel","Timis"
"Salciua Noua","Timis"
"Sanandrei","Timis"
"Sandra","Timis"
"Sangeorge","Timis"
"Sanmartinu Maghiar","Timis"
"Sanmartinu Sarbesc","Timis"
"Sanmihaiu German","Timis"
"Sanmihaiu Roman","Timis"
"Sannicolau Mare","Timis"
"Sanovita","Timis"
"Sanpetru Mare","Timis"
"Sanpetru Mic","Timis"
"Saravale","Timis"
"Sarazani","Timis"
"Sarbova","Timis"
"Satchinez","Timis"
"Sculia","Timis"
"Secas","Timis"
"Seceani","Timis"
"Semlacu Mare","Timis"
"Semlacu Mic","Timis"
"Silagiu","Timis"
"Sinersig","Timis"
"Sintar","Timis"
"Sintesti","Timis"
"Sipet","Timis"
"Soca","Timis"
"Spata","Timis"
"Stamora Germana","Timis"
"Stamora Romana","Timis"
"Stanciova","Timis"
"Stiuca","Timis"
"Sudrias","Timis"
"Surducu Mic","Timis"
"Susani","Timis"
"Sustra","Timis"
"Tapia","Timis"
"Targoviste","Timis"
"Temeresti","Timis"
"Teremia Mare","Timis"
"Teremia Mica","Timis"
"Tes","Timis"
"Timisoara","Timis"
"Tipari","Timis"
"Toager","Timis"
"Tomesti","Timis"
"Tomnatic","Timis"
"Topla","Timis"
"Topolovatu Mare","Timis"
"Topolovatu Mic","Timis"
"Tormac","Timis"
"Traian Vuia","Timis"
"Uihei","Timis"
"Uivar","Timis"
"Uliuc","Timis"
"Unip","Timis"
"Urseni","Timis"
"Utvin","Timis"
"Valcani","Timis"
"Valea Lunga Romana","Timis"
"Varias","Timis"
"Victor Vlad Delamarina","Timis"
"Visag","Timis"
"Vizejdia","Timis"
"Vizma","Timis"
"Voiteg","Timis"
"Vucova","Timis"
"Zgribesti","Timis"
"Zolt","Timis"
"Zorani","Timis"
"Agighiol","Tulcea"
"Alba","Tulcea"
"Ardealu","Tulcea"
"Atmagea","Tulcea"
"Babadag","Tulcea"
"Baia","Tulcea"
"Balabancea","Tulcea"
"Baltenii de Jos","Tulcea"
"Baltenii de Sus","Tulcea"
"Beidaud","Tulcea"
"Bestepe","Tulcea"
"C.A. Rosetti","Tulcea"
"Calfa","Tulcea"
"Camena","Tulcea"
"Caprioara","Tulcea"
"Caraorman","Tulcea"
"Carcaliu","Tulcea"
"Cardon","Tulcea"
"Carjelari","Tulcea"
"Casimcea","Tulcea"
"Caslita","Tulcea"
"Cataloi","Tulcea"
"Caugagia","Tulcea"
"Ceamurlia de Jos","Tulcea"
"Ceamurlia de Sus","Tulcea"
"Ceatalchioi","Tulcea"
"Cerbu","Tulcea"
"Cerna","Tulcea"
"Chilia Veche","Tulcea"
"Cismeaua Noua","Tulcea"
"Ciucurova","Tulcea"
"Closca","Tulcea"
"Colina","Tulcea"
"Corugea","Tulcea"
"Crisan","Tulcea"
"Daeni","Tulcea"
"Dorobantu","Tulcea"
"Dunavatu de Jos","Tulcea"
"Dunavatu de Sus","Tulcea"
"Enisala","Tulcea"
"Fagarasu Nou","Tulcea"
"Fantana Mare","Tulcea"
"Fantana Oilor","Tulcea"
"Floresti","Tulcea"
"Frecatei","Tulcea"
"Garvan","Tulcea"
"General Praporgescu","Tulcea"
"Gorgova","Tulcea"
"Greci","Tulcea"
"Grindu","Tulcea"
"Haidar","Tulcea"
"Hamcearca","Tulcea"
"Horia","Tulcea"
"I.C. Bratianu","Tulcea"
"Iazurile","Tulcea"
"Ilganii de Jos","Tulcea"
"Ilganii de Sus","Tulcea"
"Isaccea","Tulcea"
"Iulia","Tulcea"
"Izvoarele","Tulcea"
"Jijila","Tulcea"
"Jurilovca","Tulcea"
"Lastuni","Tulcea"
"Letea","Tulcea"
"Luminita","Tulcea"
"Lunca","Tulcea"
"Luncavita","Tulcea"
"Macin","Tulcea"
"Magurele","Tulcea"
"Mahmudia","Tulcea"
"Malcoci","Tulcea"
"Maliuc","Tulcea"
"Mesteru","Tulcea"
"Mihai Bravu","Tulcea"
"Mihail Kogalniceanu","Tulcea"
"Mila 23","Tulcea"
"Mina Altan Tepe","Tulcea"
"Mineri","Tulcea"
"Mircea Voda","Tulcea"
"Murighiol","Tulcea"
"Nalbant","Tulcea"
"Neatarnarea","Tulcea"
"Nicolae Balcescu","Tulcea"
"Niculitel","Tulcea"
"Nifon","Tulcea"
"Nufaru","Tulcea"
"Ostrov","Tulcea"
"Ostrov Tataru","Tulcea"
"Panduru","Tulcea"
"Parches","Tulcea"
"Pardina","Tulcea"
"Partizani","Tulcea"
"Patlageanca","Tulcea"
"Peceneaga","Tulcea"
"Periprava ","Tulcea"
"Piatra","Tulcea"
"Plauru","Tulcea"
"Plopul","Tulcea"
"Posta","Tulcea"
"Rachelu","Tulcea"
"Rahman","Tulcea"
"Randunica","Tulcea"
"Razboieni","Tulcea"
"Revarsarea","Tulcea"
"Sabangia","Tulcea"
"Salceni","Tulcea"
"Salcioara","Tulcea"
"Sambata Noua","Tulcea"
"Sarichioi","Tulcea"
"Sarighiol de Deal","Tulcea"
"Sarinasuf","Tulcea"
"Satu Nou","Tulcea"
"Sfantu Gheorghe","Tulcea"
"Sfistofca","Tulcea"
"Slava Cercheza","Tulcea"
"Slava Rusa","Tulcea"
"Smardan","Tulcea"
"Somova","Tulcea"
"Stanca","Tulcea"
"Stejaru","Tulcea"
"Sulina","Tulcea"
"Tatanir","Tulcea"
"Telita","Tulcea"
"Tichilesti","Tulcea"
"Topolog","Tulcea"
"Traian","Tulcea"
"Trestenic","Tulcea"
"Tudor Vladimirescu","Tulcea"
"Tulcea","Tulcea"
"Turcoaia","Tulcea"
"Turda","Tulcea"
"Uzlina","Tulcea"
"Vacareni","Tulcea"
"Valea Nucarilor","Tulcea"
"Valea Teilor","Tulcea"
"Vasile Alecsandri","Tulcea"
"Victoria","Tulcea"
"Visina","Tulcea"
"Visterna","Tulcea"
"Vulturu","Tulcea"
"Zebil","Tulcea"
"Afanata","Valcea"
"Aldesti","Valcea"
"Alunu","Valcea"
"Amarasti","Valcea"
"Andreiesti","Valcea"
"Aninoasa","Valcea"
"Aranghel","Valcea"
"Aricioaia","Valcea"
"Armasesti","Valcea"
"Arsanca","Valcea"
"Auresti","Valcea"
"Avramesti","Valcea"
"Babeni","Valcea"
"Babeni-Oltetu","Valcea"
"Babuesti","Valcea"
"Badeni","Valcea"
"Baiasa","Valcea"
"Baiasu","Valcea"
"Baile Govora","Valcea"
"Baile Olanesti","Valcea"
"Bajenari","Valcea"
"Balaciu","Valcea"
"Balcesti","Valcea"
"Balomireasa","Valcea"
"Balota","Valcea"
"Balsoara","Valcea"
"Baltateni","Valcea"
"Balteni","Valcea"
"Balutoaia","Valcea"
"Banesti","Valcea"
"Bantesti","Valcea"
"Barbarigeni","Valcea"
"Barbatesti","Valcea"
"Barbuceni","Valcea"
"Barcanele","Valcea"
"Barcanesti","Valcea"
"Barlogu","Valcea"
"Baroiu","Valcea"
"Barsesti (Budesti)","Valcea"
"Barsesti (Mihaesti)","Valcea"
"Barsoiu","Valcea"
"Barza","Valcea"
"Barzesti","Valcea"
"Batasani","Valcea"
"Becsani","Valcea"
"Benesti","Valcea"
"Berbesti","Valcea"
"Berbesti (Lalosu)","Valcea"
"Bercioiu","Valcea"
"Beresti","Valcea"
"Berislavesti","Valcea"
"Bistrita","Valcea"
"Blanoiu","Valcea"
"Blejani","Valcea"
"Blidari","Valcea"
"Bocsa","Valcea"
"Bodesti (Alunu)","Valcea"
"Bodesti (Barbatesti)","Valcea"
"Bogdanesti (Bujoreni)","Valcea"
"Bogdanesti (Otesani)","Valcea"
"Bogdanesti (Tomsani)","Valcea"
"Boisoara","Valcea"
"Bonciu","Valcea"
"Bondoci","Valcea"
"Borosesti","Valcea"
"Botorani","Valcea"
"Bradisor","Valcea"
"Bradu-Clocotici","Valcea"
"Bratia din Deal","Valcea"
"Bratia din Vale","Valcea"
"Bratovesti","Valcea"
"Brezoi","Valcea"
"Brosteni","Valcea"
"Buciumeni","Valcea"
"Bucsani","Valcea"
"Buda","Valcea"
"Budele","Valcea"
"Budesti","Valcea"
"Budesti (Diculesti)","Valcea"
"Budurasti","Valcea"
"Bujoreni","Valcea"
"Bulagei","Valcea"
"Buleta","Valcea"
"Bumbuesti","Valcea"
"Bunesti","Valcea"
"Bungetani","Valcea"
"Burdalesti","Valcea"
"Butanu","Valcea"
"Buzdugan","Valcea"
"Caciulata","Valcea"
"Caineni","Valcea"
"Cainenii Mari","Valcea"
"Cainenii Mici","Valcea"
"Caligi","Valcea"
"Calimanesti","Valcea"
"Calina","Valcea"
"Calinesti","Valcea"
"Capu Dealului","Valcea"
"Carcadiesti","Valcea"
"Carlogani (Valcea)","Valcea"
"Carstanesti","Valcea"
"Casa Veche","Valcea"
"Catetu","Valcea"
"Cazanesti (Ghioroiu)","Valcea"
"Cazanesti (Milcoiu)","Valcea"
"Cazanesti (Ramnicu Valcea)","Valcea"
"Ceretu","Valcea"
"Cermegesti (Ladesti)","Valcea"
"Cermegesti (Pesceana)","Valcea"
"Cerna","Valcea"
"Cernelele","Valcea"
"Cernisoara","Valcea"
"Cetateaua","Valcea"
"Cheia","Valcea"
"Cherasti","Valcea"
"Chiceni","Valcea"
"Chirculesti","Valcea"
"Chiricesti","Valcea"
"Cioboti","Valcea"
"Ciocaltei","Valcea"
"Ciocanari","Valcea"
"Cioponesti","Valcea"
"Ciorasti","Valcea"
"Ciortesti","Valcea"
"Ciresu","Valcea"
"Ciresul","Valcea"
"Ciucheti","Valcea"
"Ciumagi","Valcea"
"Ciungetu","Valcea"
"Ciutesti","Valcea"
"Coasta (Golesti)","Valcea"
"Coasta (Pausesti-Maglasi)","Valcea"
"Coasta Cerbului","Valcea"
"Coasta Mare","Valcea"
"Cocoru","Valcea"
"Colelia","Valcea"
"Coltesti","Valcea"
"Comanca","Valcea"
"Condoiesti","Valcea"
"Contea","Valcea"
"Copacelu","Valcea"
"Copaceni","Valcea"
"Copaceni (Racovita)","Valcea"
"Corbii din Vale","Valcea"
"Corbu","Valcea"
"Cornet","Valcea"
"Cosani","Valcea"
"Cosota","Valcea"
"Costesti","Valcea"
"Crangu","Valcea"
"Cremenari","Valcea"
"Creteni","Valcea"
"Cucesti","Valcea"
"Cuci","Valcea"
"Cucoiu","Valcea"
"Cuculesti","Valcea"
"Cueni","Valcea"
"Curaturile","Valcea"
"Curtea","Valcea"
"Daesti","Valcea"
"Daesti (Popesti)","Valcea"
"Damteni","Valcea"
"Dancai","Valcea"
"Dangesti","Valcea"
"Danicei","Valcea"
"Dealu Alunis","Valcea"
"Dealu Bisericii","Valcea"
"Dealu Corni","Valcea"
"Dealu Glameia","Valcea"
"Dealu Launele","Valcea"
"Dealu Malului","Valcea"
"Dealu Mare (Galicea)","Valcea"
"Dealu Mare (Gusoeni)","Valcea"
"Dealu Mare (Ionesti)","Valcea"
"Dealu Scheiului","Valcea"
"Dealu Valeni","Valcea"
"Dejoi","Valcea"
"Deleni","Valcea"
"Delureni (Ionesti)","Valcea"
"Delureni (Stoilesti)","Valcea"
"Delureni (Valea Mare)","Valcea"
"Dezrobiti","Valcea"
"Diaconesti","Valcea"
"Dianu","Valcea"
"Diculesti","Valcea"
"Dimulesti","Valcea"
"Dobresti","Valcea"
"Dobricea","Valcea"
"Dobriceni","Valcea"
"Dobrusa","Valcea"
"Dosu Raului","Valcea"
"Dozesti","Valcea"
"Draganesti (Brezoi)","Valcea"
"Draganesti (Golesti)","Valcea"
"Draganu","Valcea"
"Dragasani","Valcea"
"Dragioiu","Valcea"
"Dragoesti","Valcea"
"Dragulesti","Valcea"
"Dumbrava","Valcea"
"Dumbravesti","Valcea"
"Facai","Valcea"
"Fartatesti","Valcea"
"Fauresti","Valcea"
"Fauresti (Zatreni)","Valcea"
"Fedelesoiu","Valcea"
"Firesti","Valcea"
"Firijba","Valcea"
"Fiscalia","Valcea"
"Folestii de Jos","Valcea"
"Folestii de Sus","Valcea"
"Fotesti","Valcea"
"Francesti","Valcea"
"Francesti-Coasta","Valcea"
"Frasina","Valcea"
"Fumureni","Valcea"
"Fundatura","Valcea"
"Gageni","Valcea"
"Gainesti","Valcea"
"Galicea","Valcea"
"Galtofani","Valcea"
"Ganesti","Valcea"
"Gantulei","Valcea"
"Garnicet","Valcea"
"Garnicetu","Valcea"
"Gatejesti","Valcea"
"Gaujani","Valcea"
"Gavanesti","Valcea"
"Geamana (Dragoesti)","Valcea"
"Geamana (Stoilesti)","Valcea"
"Genuneni","Valcea"
"Ghindari","Valcea"
"Ghiobesti","Valcea"
"Ghioroiu","Valcea"
"Gibesti","Valcea"
"Ginerica","Valcea"
"Giulesti","Valcea"
"Giulestii de Sus","Valcea"
"Giurgiuveni","Valcea"
"Giuroiu","Valcea"
"Glavile","Valcea"
"Glodu","Valcea"
"Golesti","Valcea"
"Golotreni","Valcea"
"Gorunesti (Balcesti)","Valcea"
"Gorunesti (Slatioara)","Valcea"
"Govora","Valcea"
"Gradistea","Valcea"
"Greblesti ","Valcea"
"Greci","Valcea"
"Gropeni","Valcea"
"Grosi","Valcea"
"Gruieri","Valcea"
"Gruiu","Valcea"
"Gruiu Lupului","Valcea"
"Guguianca","Valcea"
"Gura Crucilor","Valcea"
"Gura Suhasului","Valcea"
"Gura Vaii","Valcea"
"Gurguiata","Valcea"
"Gurisoara","Valcea"
"Gusoeni","Valcea"
"Gusoianca","Valcea"
"Herasti","Valcea"
"Horezu","Valcea"
"Hotarasa","Valcea"
"Hotarele","Valcea"
"Hotaroaia","Valcea"
"Iacovile","Valcea"
"Ifrimesti","Valcea"
"Igoiu","Valcea"
"Ilaciu","Valcea"
"Ionesti","Valcea"
"Irimesti","Valcea"
"Izbasesti","Valcea"
"Izvorasu","Valcea"
"Izvoru","Valcea"
"Izvoru Rece (Stoilesti)","Valcea"
"Izvoru Rece (Vaideeni)","Valcea"
"Jarostea","Valcea"
"Jiblea Noua","Valcea"
"Jiblea Veche","Valcea"
"Lacusteni","Valcea"
"Lacustenii de Jos","Valcea"
"Lacustenii de Sus","Valcea"
"Ladesti","Valcea"
"Lalosu","Valcea"
"Lapusata","Valcea"
"Launele de Jos","Valcea"
"Linia (Budesti)","Valcea"
"Linia (Gradistea)","Valcea"
"Linia Dealului","Valcea"
"Linia Hanului","Valcea"
"Linia pe Vale","Valcea"
"Livadia","Valcea"
"Livezi","Valcea"
"Lunca (Bujoreni)","Valcea"
"Lunca (Ocnele Mari)","Valcea"
"Lungesti","Valcea"
"Lupoaia","Valcea"
"Lupuiesti","Valcea"
"Maciuca","Valcea"
"Maciuceni","Valcea"
"Madulari","Valcea"
"Madulari (Cernisoara)","Valcea"
"Magura","Valcea"
"Magureni","Valcea"
"Malaia","Valcea"
"Maldaresti","Valcea"
"Maldaresti (Ladesti)","Valcea"
"Maldaresti (Maciuca)","Valcea"
"Maldarestii de Jos","Valcea"
"Malu","Valcea"
"Malu Alb","Valcea"
"Malu Vartop","Valcea"
"Mamu","Valcea"
"Manailesti","Valcea"
"Maneasa","Valcea"
"Mangureni","Valcea"
"Manicea","Valcea"
"Marcea","Valcea"
"Marcusu","Valcea"
"Margineni","Valcea"
"Maricesti","Valcea"
"Marita","Valcea"
"Mateesti","Valcea"
"Mazararu","Valcea"
"Mazili","Valcea"
"Mecea","Valcea"
"Meieni","Valcea"
"Meresesti","Valcea"
"Mierea","Valcea"
"Mihaesti","Valcea"
"Mijati","Valcea"
"Mijlocu","Valcea"
"Milcoiu","Valcea"
"Milesti","Valcea"
"Milostea","Valcea"
"Miresti","Valcea"
"Mitrofani","Valcea"
"Mlaceni","Valcea"
"Modoia","Valcea"
"Mogesti","Valcea"
"Mogosesti","Valcea"
"Mologesti","Valcea"
"Mosoroasa","Valcea"
"Mosteni","Valcea"
